,0
1190,4974.269285644588
1191,4974.108722560689
1192,4973.325811944939
1193,4975.185101627965
1194,4975.3586229480525
1195,4975.577290974296
1196,4975.309301912002
1197,4974.08817738125
1198,4972.906256409285
1199,4974.683171644974
1200,4973.285084885436
1201,4970.839826797452
1202,4973.640092879476
1203,4973.717245110533
1204,4971.427408709811
1205,4973.091492119022
1206,4973.152381478224
1207,4975.075368834311
1208,4973.604544252947
1209,4974.645287542445
1210,4972.5272804724145
1211,4972.915990907476
1212,4971.571228198847
1213,4970.419195091764
1214,4971.831105076561
1215,4971.934056735933
1216,4972.8457394174575
1217,4972.919667378838
1218,4972.508447929058
1219,4972.69231708027
1220,4972.165242039936
1221,4973.012255593626
1222,4973.512932333772
1223,4973.492123562617
1224,4974.573820531577
1225,4973.073377573627
1226,4972.729023908406
1227,4973.561581978462
1228,4973.731524393875
1229,4972.15391136214
1230,4976.966972507709
1231,4974.238336267053
1232,4975.563795271208
1233,4974.779300682576
1234,4973.604118353718
1235,4973.335525914232
1236,4974.389907189651
1237,4974.3641014145915
1238,4977.254740535707
1239,4976.303031886531
1240,4973.340329402154
1241,4974.084626396927
1242,4974.092114327458
1243,4973.997645935656
1244,4974.310020610342
1245,4973.488354200597
1246,4973.529375006757
1247,4974.5280154516795
1248,4971.834301890321
1249,4970.576790145084
1250,4973.039075244115
1251,4969.75671602661
1252,4972.898155979401
1253,4973.585482341853
1254,4972.710214550755
1255,4970.898617348437
1256,4973.5017342673145
1257,4973.993258253507
1258,4975.348182103152
1259,4975.1744135681765
1260,4976.020268514622
1261,4974.552320290506
1262,4975.515202502378
1263,4976.686903473017
1264,4976.672561338154
1265,4973.866562530187
1266,4978.079352772488
1267,4975.158628624619
1268,4975.631044487105
1269,4976.214313841675
1270,4976.51809405385
1271,4975.481059203244
1272,4975.991387472969
1273,4976.281438437032
1274,4976.988722587031
1275,4976.297195626493
1276,4976.295966944105
1277,4976.825255485528
1278,4977.0877302175195
1279,4977.011416838187
1280,4977.897398125144
1281,4977.485444831066
1282,4976.071213630885
1283,4977.212708402397
1284,4975.46636866321
1285,4974.823229181615
1286,4975.957157043168
1287,4977.812015078635
1288,4976.822256432991
1289,4977.205184227038
1290,4976.273218299254
1291,4975.700140384329
1292,4976.593392355921
1293,4976.795080912679
1294,4977.31626467136
1295,4979.119544615201
1296,4973.369787003723
1297,4973.9185482757375
1298,4978.181831374472
1299,4977.710324781726
1300,4978.043955142681
1301,4980.104842849929
1302,4977.670447962706
1303,4976.24891100317
1304,4981.148740930912
1305,4980.780753995936
1306,4978.718892989753
1307,4978.179611178255
1308,4978.687525023751
1309,4980.080919169105
1310,4978.461047701312
1311,4976.861774295864
1312,4979.987261568697
1313,4979.788814685596
1314,4979.513393739995
1315,4980.863235341502
1316,4979.748292233221
1317,4980.627451467632
1318,4981.0564236161745
1319,4980.627705484106
1320,4981.180503657017
1321,4980.995824548587
1322,4980.236627950289
1323,4978.112956003217
1324,4977.30073318352
1325,4979.6457291291
1326,4979.972827091162
1327,4979.915539901659
1328,4980.1285844563745
1329,4980.140255473336
1330,4980.712062912328
1331,4980.548231973227
1332,4980.521452520223
1333,4979.759255914769
1334,4979.275324443383
1335,4978.652524953027
1336,4978.011925140871
1337,4978.293932260752
1338,4978.273260034902
1339,4978.823445089749
1340,4979.274566170613
1341,4982.109777743855
1342,4981.595678997401
1343,4979.93891069177
1344,4979.876586967346
1345,4979.6568550519505
1346,4976.461551928159
1347,4979.503378171919
1348,4978.728968589088
1349,4979.294538270481
1350,4978.706564613177
